No.,Time,Source,Destination,Protocol,Length,Bytes in flight,TCP Delta,TCP Segment Len,Calculated window size,Info
168,1.202914,192.168.10.196,192.168.10.184,TCP,54,,0.001952000,0,212992,5201  >  52343 [ACK] Seq=1 Ack=166478 Win=212992 Len=0
169,1.203036,192.168.10.184,192.168.10.196,TCP,1514,49640,0.000122000,1460,262144,52343  >  5201 [ACK] Seq=214658 Ack=1 Win=262144 Len=1460
170,1.203037,192.168.10.184,192.168.10.196,TCP,1514,51100,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=216118 Ack=1 Win=262144 Len=1460
171,1.203038,192.168.10.184,192.168.10.196,TCP,1514,52560,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=217578 Ack=1 Win=262144 Len=1460
172,1.203039,192.168.10.184,192.168.10.196,TCP,1514,54020,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=219038 Ack=1 Win=262144 Len=1460
173,1.203039,192.168.10.184,192.168.10.196,TCP,1514,55480,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=220498 Ack=1 Win=262144 Len=1460
174,1.203041,192.168.10.184,192.168.10.196,TCP,1514,56940,0.000002000,1460,262144,52343  >  5201 [ACK] Seq=221958 Ack=1 Win=262144 Len=1460
175,1.324091,192.168.10.196,192.168.10.184,TCP,54,,0.121050000,0,212992,5201  >  52343 [ACK] Seq=1 Ack=176698 Win=212992 Len=0
176,1.324219,192.168.10.184,192.168.10.196,TCP,1514,48180,0.000128000,1460,262144,52343  >  5201 [ACK] Seq=223418 Ack=1 Win=262144 Len=1460
177,1.324221,192.168.10.184,192.168.10.196,TCP,1514,49640,0.000002000,1460,262144,52343  >  5201 [ACK] Seq=224878 Ack=1 Win=262144 Len=1460
178,1.324222,192.168.10.184,192.168.10.196,TCP,1514,51100,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=226338 Ack=1 Win=262144 Len=1460
179,1.324223,192.168.10.184,192.168.10.196,TCP,1514,52560,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=227798 Ack=1 Win=262144 Len=1460
180,1.324225,192.168.10.184,192.168.10.196,TCP,1514,54020,0.000002000,1460,262144,52343  >  5201 [ACK] Seq=229258 Ack=1 Win=262144 Len=1460
181,1.324225,192.168.10.184,192.168.10.196,TCP,1514,55480,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=230718 Ack=1 Win=262144 Len=1460
182,1.324226,192.168.10.184,192.168.10.196,TCP,1514,56940,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=232178 Ack=1 Win=262144 Len=1460
183,1.324228,192.168.10.184,192.168.10.196,TCP,1514,58400,0.000002000,1460,262144,52343  >  5201 [ACK] Seq=233638 Ack=1 Win=262144 Len=1460
184,1.324229,192.168.10.184,192.168.10.196,TCP,1514,59860,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=235098 Ack=1 Win=262144 Len=1460
185,1.325678,192.168.10.196,192.168.10.184,TCP,54,,0.001449000,0,212992,5201  >  52343 [ACK] Seq=1 Ack=178158 Win=212992 Len=0
186,1.325780,192.168.10.184,192.168.10.196,TCP,1514,59860,0.000102000,1460,262144,52343  >  5201 [ACK] Seq=236558 Ack=1 Win=262144 Len=1460
187,1.325781,192.168.10.184,192.168.10.196,TCP,1514,61320,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=238018 Ack=1 Win=262144 Len=1460
188,1.327653,192.168.10.196,192.168.10.184,TCP,54,,0.001872000,0,212992,5201  >  52343 [ACK] Seq=1 Ack=198598 Win=212992 Len=0
189,1.327809,192.168.10.184,192.168.10.196,TCP,1514,42340,0.000156000,1460,262144,52343  >  5201 [ACK] Seq=239478 Ack=1 Win=262144 Len=1460
190,1.327811,192.168.10.184,192.168.10.196,TCP,1514,43800,0.000002000,1460,262144,52343  >  5201 [ACK] Seq=240938 Ack=1 Win=262144 Len=1460
191,1.327811,192.168.10.184,192.168.10.196,TCP,1514,45260,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=242398 Ack=1 Win=262144 Len=1460
192,1.327812,192.168.10.184,192.168.10.196,TCP,1514,46720,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=243858 Ack=1 Win=262144 Len=1460
193,1.327813,192.168.10.184,192.168.10.196,TCP,1514,48180,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=245318 Ack=1 Win=262144 Len=1460
194,1.327814,192.168.10.184,192.168.10.196,TCP,1514,49640,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=246778 Ack=1 Win=262144 Len=1460
195,1.327815,192.168.10.184,192.168.10.196,TCP,1514,51100,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=248238 Ack=1 Win=262144 Len=1460
196,1.327816,192.168.10.184,192.168.10.196,TCP,1514,52560,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=249698 Ack=1 Win=262144 Len=1460
197,1.327817,192.168.10.184,192.168.10.196,TCP,1514,54020,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=251158 Ack=1 Win=262144 Len=1460
198,1.327818,192.168.10.184,192.168.10.196,TCP,1514,55480,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=252618 Ack=1 Win=262144 Len=1460
199,1.327819,192.168.10.184,192.168.10.196,TCP,1514,56940,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=254078 Ack=1 Win=262144 Len=1460
200,1.327820,192.168.10.184,192.168.10.196,TCP,1514,58400,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=255538 Ack=1 Win=262144 Len=1460
201,1.327821,192.168.10.184,192.168.10.196,TCP,1514,59860,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=256998 Ack=1 Win=262144 Len=1460
202,1.327822,192.168.10.184,192.168.10.196,TCP,1514,61320,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=258458 Ack=1 Win=262144 Len=1460
203,1.327823,192.168.10.184,192.168.10.196,TCP,1514,62780,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=259918 Ack=1 Win=262144 Len=1460
204,1.327824,192.168.10.184,192.168.10.196,TCP,1514,64240,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=261378 Ack=1 Win=262144 Len=1460
205,1.328604,192.168.10.196,192.168.10.184,TCP,54,,0.000780000,0,212992,5201  >  52343 [ACK] Seq=1 Ack=201518 Win=212992 Len=0
206,1.328722,192.168.10.184,192.168.10.196,TCP,1514,62780,0.000118000,1460,262144,52343  >  5201 [ACK] Seq=262838 Ack=1 Win=262144 Len=1460
207,1.328723,192.168.10.184,192.168.10.196,TCP,1514,64240,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=264298 Ack=1 Win=262144 Len=1460
208,1.328724,192.168.10.184,192.168.10.196,TCP,1514,65700,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=265758 Ack=1 Win=262144 Len=1460
209,1.328724,192.168.10.184,192.168.10.196,TCP,1514,67160,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=267218 Ack=1 Win=262144 Len=1460
210,1.329129,192.168.10.196,192.168.10.184,TCP,54,,0.000405000,0,212992,5201  >  52343 [ACK] Seq=1 Ack=214658 Win=212992 Len=0
211,1.329231,192.168.10.184,192.168.10.196,TCP,1514,55480,0.000102000,1460,262144,52343  >  5201 [ACK] Seq=268678 Ack=1 Win=262144 Len=1460
212,1.329232,192.168.10.184,192.168.10.196,TCP,1514,56940,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=270138 Ack=1 Win=262144 Len=1460
213,1.329233,192.168.10.184,192.168.10.196,TCP,1514,58400,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=271598 Ack=1 Win=262144 Len=1460
214,1.329234,192.168.10.184,192.168.10.196,TCP,1514,59860,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=273058 Ack=1 Win=262144 Len=1460
215,1.329235,192.168.10.184,192.168.10.196,TCP,1514,61320,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=274518 Ack=1 Win=262144 Len=1460
216,1.329236,192.168.10.184,192.168.10.196,TCP,1514,62780,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=275978 Ack=1 Win=262144 Len=1460
217,1.329237,192.168.10.184,192.168.10.196,TCP,1514,64240,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=277438 Ack=1 Win=262144 Len=1460
218,1.329238,192.168.10.184,192.168.10.196,TCP,1514,65700,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=278898 Ack=1 Win=262144 Len=1460
219,1.329239,192.168.10.184,192.168.10.196,TCP,1514,67160,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=280358 Ack=1 Win=262144 Len=1460
220,1.329240,192.168.10.184,192.168.10.196,TCP,1514,68620,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=281818 Ack=1 Win=262144 Len=1460
221,1.329241,192.168.10.184,192.168.10.196,TCP,1514,70080,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=283278 Ack=1 Win=262144 Len=1460
222,1.332147,192.168.10.196,192.168.10.184,TCP,54,,0.002906000,0,212992,5201  >  52343 [ACK] Seq=1 Ack=223418 Win=212992 Len=0
223,1.332267,192.168.10.184,192.168.10.196,TCP,1514,62780,0.000120000,1460,262144,52343  >  5201 [ACK] Seq=284738 Ack=1 Win=262144 Len=1460
224,1.332268,192.168.10.184,192.168.10.196,TCP,1514,64240,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=286198 Ack=1 Win=262144 Len=1460
225,1.332270,192.168.10.184,192.168.10.196,TCP,1514,65700,0.000002000,1460,262144,52343  >  5201 [ACK] Seq=287658 Ack=1 Win=262144 Len=1460
226,1.332270,192.168.10.184,192.168.10.196,TCP,1514,67160,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=289118 Ack=1 Win=262144 Len=1460
227,1.332271,192.168.10.184,192.168.10.196,TCP,1514,68620,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=290578 Ack=1 Win=262144 Len=1460
228,1.332272,192.168.10.184,192.168.10.196,TCP,1514,70080,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=292038 Ack=1 Win=262144 Len=1460
229,1.332273,192.168.10.184,192.168.10.196,TCP,1514,71540,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=293498 Ack=1 Win=262144 Len=1460
230,1.332274,192.168.10.184,192.168.10.196,TCP,1514,73000,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=294958 Ack=1 Win=262144 Len=1460
231,1.437315,192.168.10.196,192.168.10.184,TCP,54,,0.105041000,0,212992,5201  >  52343 [ACK] Seq=1 Ack=236558 Win=212992 Len=0
232,1.437391,192.168.10.184,192.168.10.196,TCP,1514,61320,0.000076000,1460,262144,52343  >  5201 [ACK] Seq=296418 Ack=1 Win=262144 Len=1460
233,1.437391,192.168.10.184,192.168.10.196,TCP,1514,62780,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=297878 Ack=1 Win=262144 Len=1460
234,1.437391,192.168.10.184,192.168.10.196,TCP,1514,64240,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=299338 Ack=1 Win=262144 Len=1460
235,1.437392,192.168.10.184,192.168.10.196,TCP,1514,65700,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=300798 Ack=1 Win=262144 Len=1460
236,1.437392,192.168.10.184,192.168.10.196,TCP,1514,67160,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=302258 Ack=1 Win=262144 Len=1460
237,1.437393,192.168.10.184,192.168.10.196,TCP,1514,68620,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=303718 Ack=1 Win=262144 Len=1460
238,1.437393,192.168.10.184,192.168.10.196,TCP,1514,70080,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=305178 Ack=1 Win=262144 Len=1460
239,1.437393,192.168.10.184,192.168.10.196,TCP,1514,71540,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=306638 Ack=1 Win=262144 Len=1460
240,1.437394,192.168.10.184,192.168.10.196,TCP,1514,73000,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=308098 Ack=1 Win=262144 Len=1460
241,1.437394,192.168.10.184,192.168.10.196,TCP,1514,74460,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=309558 Ack=1 Win=262144 Len=1460
242,1.437394,192.168.10.184,192.168.10.196,TCP,1514,75920,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=311018 Ack=1 Win=262144 Len=1460
243,1.438062,192.168.10.196,192.168.10.184,TCP,54,,0.000668000,0,212992,5201  >  52343 [ACK] Seq=1 Ack=239478 Win=212992 Len=0
244,1.438103,192.168.10.184,192.168.10.196,TCP,1514,74460,0.000041000,1460,262144,52343  >  5201 [ACK] Seq=312478 Ack=1 Win=262144 Len=1460
245,1.438103,192.168.10.184,192.168.10.196,TCP,1514,75920,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=313938 Ack=1 Win=262144 Len=1460
246,1.438104,192.168.10.184,192.168.10.196,TCP,1514,77380,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=315398 Ack=1 Win=262144 Len=1460
247,1.438104,192.168.10.184,192.168.10.196,TCP,1514,78840,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=316858 Ack=1 Win=262144 Len=1460
248,1.440734,192.168.10.196,192.168.10.184,TCP,54,,0.002630000,0,212992,5201  >  52343 [ACK] Seq=1 Ack=262838 Win=212992 Len=0
249,1.440788,192.168.10.184,192.168.10.196,TCP,1514,56940,0.000054000,1460,262144,52343  >  5201 [ACK] Seq=318318 Ack=1 Win=262144 Len=1460
250,1.440788,192.168.10.184,192.168.10.196,TCP,1514,58400,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=319778 Ack=1 Win=262144 Len=1460
251,1.440789,192.168.10.184,192.168.10.196,TCP,1514,59860,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=321238 Ack=1 Win=262144 Len=1460
252,1.440789,192.168.10.184,192.168.10.196,TCP,1514,61320,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=322698 Ack=1 Win=262144 Len=1460
253,1.440789,192.168.10.184,192.168.10.196,TCP,1514,62780,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=324158 Ack=1 Win=262144 Len=1460
254,1.440790,192.168.10.184,192.168.10.196,TCP,1514,64240,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=325618 Ack=1 Win=262144 Len=1460
255,1.440790,192.168.10.184,192.168.10.196,TCP,1514,65700,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=327078 Ack=1 Win=262144 Len=1460
256,1.440790,192.168.10.184,192.168.10.196,TCP,1514,67160,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=328538 Ack=1 Win=262144 Len=1460
257,1.440791,192.168.10.184,192.168.10.196,TCP,1514,68620,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=329998 Ack=1 Win=262144 Len=1460
258,1.440791,192.168.10.184,192.168.10.196,TCP,1514,70080,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=331458 Ack=1 Win=262144 Len=1460
259,1.440792,192.168.10.184,192.168.10.196,TCP,1514,71540,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=332918 Ack=1 Win=262144 Len=1460
260,1.440792,192.168.10.184,192.168.10.196,TCP,1514,73000,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=334378 Ack=1 Win=262144 Len=1460
261,1.440793,192.168.10.184,192.168.10.196,TCP,1514,74460,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=335838 Ack=1 Win=262144 Len=1460
262,1.440793,192.168.10.184,192.168.10.196,TCP,1514,75920,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=337298 Ack=1 Win=262144 Len=1460
263,1.440793,192.168.10.184,192.168.10.196,TCP,1514,77380,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=338758 Ack=1 Win=262144 Len=1460
264,1.440794,192.168.10.184,192.168.10.196,TCP,1514,78840,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=340218 Ack=1 Win=262144 Len=1460
265,1.440794,192.168.10.184,192.168.10.196,TCP,1514,80300,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=341678 Ack=1 Win=262144 Len=1460
266,1.440794,192.168.10.184,192.168.10.196,TCP,1514,81760,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=343138 Ack=1 Win=262144 Len=1460
267,1.441423,192.168.10.196,192.168.10.184,TCP,54,,0.000629000,0,212992,5201  >  52343 [ACK] Seq=1 Ack=268678 Win=212992 Len=0
268,1.441461,192.168.10.184,192.168.10.196,TCP,1514,77380,0.000038000,1460,262144,52343  >  5201 [ACK] Seq=344598 Ack=1 Win=262144 Len=1460
269,1.441461,192.168.10.184,192.168.10.196,TCP,1514,78840,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=346058 Ack=1 Win=262144 Len=1460
270,1.441462,192.168.10.184,192.168.10.196,TCP,1514,80300,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=347518 Ack=1 Win=262144 Len=1460
271,1.441462,192.168.10.184,192.168.10.196,TCP,1514,81760,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=348978 Ack=1 Win=262144 Len=1460
272,1.441463,192.168.10.184,192.168.10.196,TCP,1514,83220,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=350438 Ack=1 Win=262144 Len=1460
273,1.441463,192.168.10.184,192.168.10.196,TCP,1514,84680,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=351898 Ack=1 Win=262144 Len=1460
274,1.445058,192.168.10.196,192.168.10.184,TCP,54,,0.003595000,0,212992,5201  >  52343 [ACK] Seq=1 Ack=284738 Win=212992 Len=0
275,1.445112,192.168.10.184,192.168.10.196,TCP,1514,70080,0.000054000,1460,262144,52343  >  5201 [ACK] Seq=353358 Ack=1 Win=262144 Len=1460
276,1.445112,192.168.10.184,192.168.10.196,TCP,1514,71540,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=354818 Ack=1 Win=262144 Len=1460
277,1.445113,192.168.10.184,192.168.10.196,TCP,1514,73000,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=356278 Ack=1 Win=262144 Len=1460
278,1.445113,192.168.10.184,192.168.10.196,TCP,1514,74460,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=357738 Ack=1 Win=262144 Len=1460
279,1.445113,192.168.10.184,192.168.10.196,TCP,1514,75920,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=359198 Ack=1 Win=262144 Len=1460
280,1.445114,192.168.10.184,192.168.10.196,TCP,1514,77380,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=360658 Ack=1 Win=262144 Len=1460
281,1.445114,192.168.10.184,192.168.10.196,TCP,1514,78840,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=362118 Ack=1 Win=262144 Len=1460
282,1.445115,192.168.10.184,192.168.10.196,TCP,1514,80300,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=363578 Ack=1 Win=262144 Len=1460
283,1.445115,192.168.10.184,192.168.10.196,TCP,1514,81760,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=365038 Ack=1 Win=262144 Len=1460
284,1.445115,192.168.10.184,192.168.10.196,TCP,1514,83220,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=366498 Ack=1 Win=262144 Len=1460
285,1.445116,192.168.10.184,192.168.10.196,TCP,1514,84680,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=367958 Ack=1 Win=262144 Len=1460
286,1.445116,192.168.10.184,192.168.10.196,TCP,1514,86140,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=369418 Ack=1 Win=262144 Len=1460
287,1.445117,192.168.10.184,192.168.10.196,TCP,1514,87600,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=370878 Ack=1 Win=262144 Len=1460
288,1.445367,192.168.10.196,192.168.10.184,TCP,54,,0.000250000,0,212992,5201  >  52343 [ACK] Seq=1 Ack=296418 Win=212992 Len=0
289,1.445408,192.168.10.184,192.168.10.196,TCP,1514,77380,0.000041000,1460,262144,52343  >  5201 [ACK] Seq=372338 Ack=1 Win=262144 Len=1460
290,1.445409,192.168.10.184,192.168.10.196,TCP,1514,78840,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=373798 Ack=1 Win=262144 Len=1460[Packet size limited during capture]
291,1.445409,192.168.10.184,192.168.10.196,TCP,1514,80300,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=375258 Ack=1 Win=262144 Len=1460
292,1.445410,192.168.10.184,192.168.10.196,TCP,1514,81760,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=376718 Ack=1 Win=262144 Len=1460
293,1.445411,192.168.10.184,192.168.10.196,TCP,1514,83220,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=378178 Ack=1 Win=262144 Len=1460
294,1.445411,192.168.10.184,192.168.10.196,TCP,1514,84680,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=379638 Ack=1 Win=262144 Len=1460
295,1.445412,192.168.10.184,192.168.10.196,TCP,1514,86140,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=381098 Ack=1 Win=262144 Len=1460
296,1.445412,192.168.10.184,192.168.10.196,TCP,1514,87600,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=382558 Ack=1 Win=262144 Len=1460[Packet size limited during capture]
297,1.445413,192.168.10.184,192.168.10.196,TCP,1514,89060,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=384018 Ack=1 Win=262144 Len=1460
298,1.445413,192.168.10.184,192.168.10.196,TCP,1514,90520,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=385478 Ack=1 Win=262144 Len=1460
299,1.551390,192.168.10.196,192.168.10.184,TCP,54,,0.105977000,0,212992,5201  >  52343 [ACK] Seq=1 Ack=312478 Win=212992 Len=0
300,1.551535,192.168.10.184,192.168.10.196,TCP,1514,75920,0.000145000,1460,262144,52343  >  5201 [ACK] Seq=386938 Ack=1 Win=262144 Len=1460
301,1.551536,192.168.10.184,192.168.10.196,TCP,1514,77380,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=388398 Ack=1 Win=262144 Len=1460
302,1.551538,192.168.10.184,192.168.10.196,TCP,1514,78840,0.000002000,1460,262144,52343  >  5201 [ACK] Seq=389858 Ack=1 Win=262144 Len=1460
303,1.551538,192.168.10.184,192.168.10.196,TCP,1514,80300,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=391318 Ack=1 Win=262144 Len=1460
304,1.551539,192.168.10.184,192.168.10.196,TCP,1514,81760,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=392778 Ack=1 Win=262144 Len=1460
305,1.551541,192.168.10.184,192.168.10.196,TCP,1514,83220,0.000002000,1460,262144,52343  >  5201 [ACK] Seq=394238 Ack=1 Win=262144 Len=1460
306,1.551541,192.168.10.184,192.168.10.196,TCP,1514,84680,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=395698 Ack=1 Win=262144 Len=1460
307,1.551542,192.168.10.184,192.168.10.196,TCP,1514,86140,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=397158 Ack=1 Win=262144 Len=1460
308,1.551543,192.168.10.184,192.168.10.196,TCP,1514,87600,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=398618 Ack=1 Win=262144 Len=1460
309,1.551544,192.168.10.184,192.168.10.196,TCP,1514,89060,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=400078 Ack=1 Win=262144 Len=1460
310,1.551546,192.168.10.184,192.168.10.196,TCP,1514,90520,0.000002000,1460,262144,52343  >  5201 [ACK] Seq=401538 Ack=1 Win=262144 Len=1460
311,1.551547,192.168.10.184,192.168.10.196,TCP,1514,91980,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=402998 Ack=1 Win=262144 Len=1460
312,1.551548,192.168.10.184,192.168.10.196,TCP,1514,93440,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=404458 Ack=1 Win=262144 Len=1460
313,1.552656,192.168.10.196,192.168.10.184,TCP,54,,0.001108000,0,212992,5201  >  52343 [ACK] Seq=1 Ack=318318 Win=212992 Len=0
314,1.552775,192.168.10.184,192.168.10.196,TCP,1514,89060,0.000119000,1460,262144,52343  >  5201 [ACK] Seq=405918 Ack=1 Win=262144 Len=1460
315,1.552775,192.168.10.184,192.168.10.196,TCP,1514,90520,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=407378 Ack=1 Win=262144 Len=1460
316,1.552776,192.168.10.184,192.168.10.196,TCP,1514,91980,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=408838 Ack=1 Win=262144 Len=1460
317,1.552778,192.168.10.184,192.168.10.196,TCP,1514,93440,0.000002000,1460,262144,52343  >  5201 [ACK] Seq=410298 Ack=1 Win=262144 Len=1460
318,1.552778,192.168.10.184,192.168.10.196,TCP,1514,94900,0.000000000,1460,262144,52343  >  5201 [ACK] Seq=411758 Ack=1 Win=262144 Len=1460
319,1.552780,192.168.10.184,192.168.10.196,TCP,1514,96360,0.000002000,1460,262144,52343  >  5201 [ACK] Seq=413218 Ack=1 Win=262144 Len=1460
320,1.555095,192.168.10.196,192.168.10.184,TCP,54,,0.002315000,0,212992,5201  >  52343 [ACK] Seq=1 Ack=344598 Win=212992 Len=0
321,1.555259,192.168.10.184,192.168.10.196,TCP,1514,71540,0.000164000,1460,262144,52343  >  5201 [ACK] Seq=414678 Ack=1 Win=262144 Len=1460
322,1.555260,192.168.10.184,192.168.10.196,TCP,1514,73000,0.000001000,1460,262144,52343  >  5201 [ACK] Seq=416138 Ack=1 Win=262144 Len=1460
